Budget Constraints,Allocated Budget Distribution,Response Text,Influencer Partnerships Budget,Targeted Ads Budget,Content Creation Budget,"Goals_20% increase in followers, 10% increase in sales; workflow stage: strategy.","Goals_20% increase in followers, 15% increase in sales. workflow stage: strategy.",Goals_Brand Awareness,Goals_Engagement,Goals_Lead Generation,Goals_Sales,Goals_Website Traffic,"Goals_achieve 10% market share within the first year, workflow stage: strategy","Goals_acquire 10,000 new users in 3 months; workflow stage: image generation.",Goals_drive 500 app downloads within 2 weeks,Goals_drive 500 sales within the first month. workflow stage: image generation.,Goals_generate 1 million views on youtube within 6 weeks and increase console sales by 30%.,Goals_increase bookings by 25% in 4 months,Goals_increase brand followers by 500% in 3 months,Goals_increase followers by 20% in 3 months,"Goals_increase followers by 20% in 3 months, workflow stage: strategy",Goals_increase followers by 20% in 3 months; workflow stage: strategy.,Goals_increase followers by 20% in 6 weeks,"Goals_increase followers by 20% in 6 weeks, workflow stage: strategy",Goals_increase followers by 50% and drive sales by 20% in 3 months,"Goals_publish 3 blog posts per week, workflow stage: post scheduling.","Goals_reach 10,000 followers within 3 months",Goals_sales,Audience Category_Boomer,Audience Category_Business Owner,Audience Category_Gen Z,Audience Category_Millennial
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for targeted ads, and $1,500 for content creation","""Revolutionize Your Wardrobe"" campaign, leveraging Instagram and TikTok influencers to showcase eco-friendly fashion. Collaborate with 5 influencers for sponsored content, utilizing hashtags #SustainabilityInFashion and #GreenCycleClothing. Allocate $2,000 for influencer partnerships, $1,500 for targeted ads, and $1,500 for content creation. Monitor engagement and adjust ad spend accordingly.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.6848662567695251,"Allocate Mondays for ""Myth-Busting Mondays"" and Thursdays for ""Throwback Thursdays,"" highlighting past successes","""AI Insights"" series, covering topics like AI adoption, ML applications, and industry trends. Allocate Mondays for ""Myth-Busting Mondays"" and Thursdays for ""Throwback Thursdays,"" highlighting past successes. Utilize SEO keywords, meta descriptions, and optimize images. Schedule 8 articles per month, with 2 in-depth guides and 2 listicles.",,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8635270194050533,Allocate 30% of the budget to Instagram Reels and TikTok ads targeting the specified age group,"Develop a social media contest, ""Eco-Chic Challenge,"" where followers share their eco-friendly fashion tips using a branded hashtag. Partner with eco-influencers to promote the contest. Allocate 30% of the budget to Instagram Reels and TikTok ads targeting the specified age group. Create engaging content (images, videos, and captions) highlighting GreenThreads' commitment to sustainability.",-0.15234672624152862,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for sponsored posts, and $1,500 for prize giveaways","Launch a social media contest, ""Green Revolution,"" where followers share eco-friendly fashion tips using a branded hashtag. Collaborate with 5 eco-influencers to promote the contest. Allocate $2,000 for influencer partnerships, $1,500 for sponsored posts, and $1,500 for prize giveaways.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.00330853264139866,"Allocate $3,000 for Facebook and Instagram ads, $2,000 for Google Ads, and $5,000 for influencer partnerships","Create eye-catching ad visuals showcasing fit individuals using the app, with bold headlines emphasizing AI-driven personalized workouts. Allocate $3,000 for Facebook and Instagram ads, $2,000 for Google Ads, and $5,000 for influencer partnerships.",-0.10008450854742384,-0.11089248779112791,0.05916274781824357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7708881054458905,Allocate $500 for influencer collaborations and $500 for paid social media ads,"Launch a ""Sustainable Fashion Challenge"" on TikTok and Instagram, encouraging users to share their eco-friendly fashion choices using a branded hashtag. Partner with 5 eco-influencers to promote the challenge and create engaging content. Allocate $500 for influencer collaborations and $500 for paid social media ads.",-0.14407627428320227,-0.1724638370747724,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $1,000 for sponsored content","Launch a TikTok hashtag challenge, #VerdiVibes, where users showcase eco-friendly fashion choices. Collaborate with 5 eco-influencers to promote the brand. Utilize Instagram Reels and Snapchat for behind-the-scenes content. Allocate $1,000 for sponsored content.",-0.13527792113604659,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,"Allocate $300 for influencer partnerships, $200 for content creation, and $500 for paid advertising","Develop a campaign centered around Instagram Reels, utilizing hashtags like #EcoFashion and #Sustainability, and collaborating with micro-influencers in the eco-friendly niche. Allocate $300 for influencer partnerships, $200 for content creation, and $500 for paid advertising. Utilize Instagram's built-in features like polls and quizzes to engage the audience and encourage user-generated content.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.7708881054458905,"Allocate $300/month for influencer partnerships, $200/month for content creation, and $500/month for paid social media ads","Create a social media calendar highlighting eco-friendly fashion tips, behind-the-scenes content, and user-generated content (UGC) campaigns. Partner with eco-influencers for sponsored content and utilize Instagram Reels and TikTok for engaging, bite-sized content. Allocate $300/month for influencer partnerships, $200/month for content creation, and $500/month for paid social media ads.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.4268007107404287,"Allocate $2,000 for sponsored content, $1,500 for influencer collaborations, and $1,500 for content creation","Launch a 6-week social media campaign across Facebook, Instagram, and Twitter, focusing on engaging visuals and influencer partnerships. Allocate $2,000 for sponsored content, $1,500 for influencer collaborations, and $1,500 for content creation. Utilize relevant hashtags and tag eco-conscious influencers to amplify reach.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.00330853264139866,"Allocate $3,000 for influencer partnerships, $2,000 for content creation, and $5,000 for targeted ads","Create a social media campaign ""EcoRevolution"" focusing on Instagram, TikTok, and Facebook. Collaborate with 5 eco-influencers to showcase EcoCycle's sustainable fashion practices. Utilize Instagram Reels and TikTok videos to share behind-the-scenes content, customer testimonials, and eco-friendly tips. Allocate $3,000 for influencer partnerships, $2,000 for content creation, and $5,000 for targeted ads.",-0.10008450854742384,-0.11089248779112791,0.05916274781824357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7708881054458905,Allocate $500 for influencer partnerships and $500 for sponsored ads,"Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their own sustainable fashion tips and tricks using a branded hashtag. Partner with eco-influencers to amplify the campaign. Allocate $500 for influencer partnerships and $500 for sponsored ads.",-0.14407627428320227,-0.1724638370747724,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for ad spend, and $1,500 for content creation","Launch a social media contest, ""Share Your Green Moment,"" where followers share photos of themselves using Hydrate Green water bottles in eco-friendly settings. Partner with 5 eco-influencers to promote the contest and offer a 20% discount code for participants. Allocate $2,000 for influencer partnerships, $1,500 for ad spend, and $1,500 for content creation.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5988444080931596,"Allocate $1,500 for influencer partnerships, $1,000 for ad spend,","Launch a ""Vibez Challenge"" Instagram campaign featuring bold, eye-catching graphics and videos showcasing the brand's eclectic clothing line. Partner with 3 emerging artists to create exclusive designs and offer a 15% discount code for participants. Utilize Instagram Reels and IGTV to share behind-the-scenes content, sneak peeks, and user-generated content. Allocate $1,500 for influencer partnerships, $1,000 for ad spend,",-0.1264795679888909,-0.15194005398022423,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer collaborations and $1,500 for content creation and advertising","Develop a social media campaign, ""Eco-Chic Revolution,"" focusing on Instagram and TikTok. Partner with 5 eco-influencers to showcase GreenStyle's sustainable clothing. Create engaging content (images, videos, and Reels) highlighting the brand's commitment to reducing waste and carbon footprint. Utilize relevant hashtags, such as #ecofashion and #sustainability, to increase visibility. Allocate $2,000 for influencer collaborations and $1,500 for content creation and advertising.",-0.11768121484173522,-0.13141627088567606,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for content creation, and $1,500 for social media advertising","""Verde Vibes"" campaign: Partner with eco-influencers to showcase Verde's sustainable clothing lines. Create engaging content (images, videos, and Reels) highlighting the brand's commitment to sustainability. Allocate $2,000 for influencer partnerships, $1,500 for content creation, and $1,500 for social media advertising. Utilize Instagram, TikTok, and Facebook to reach the target audience.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,000 for content creation","""GreenThreads Challenge"" - a social media campaign encouraging users to share their own eco-friendly fashion tips and tricks using a branded hashtag. Partner with influencers and offer a discount code to participants. Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,000 for content creation.",-0.11768121484173522,-0.13141627088567606,-0.2236847427877944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5988444080931596,"Allocate $1,500 for ad spend, $1,000 for content creation, and $500 for influencer partnerships","""Fuel Your Fitness"" - a series of 6 Reels ads showcasing the product's benefits, customer testimonials, and before-and-after results. Allocate $1,500 for ad spend, $1,000 for content creation, and $500 for influencer partnerships.",-0.1264795679888909,-0.15194005398022423,-0.25904067911354917,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7708881054458905,"Allocate $300 for influencer partnerships, $200 for paid social media ads, and $500 for content creation","""Threads for a Greener Tomorrow"" campaign, leveraging Instagram Reels, TikTok, and Pinterest to showcase eco-friendly fashion. Partner with 3 eco-influencers for sponsored content, utilizing hashtags #SustainableFashion and #EcoWarriors. Allocate $300 for influencer partnerships, $200 for paid social media ads, and $500 for content creation. Track engagement and website traffic using Google Analytics.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer fees, $1,500 for sponsored ads, and $1,500 for content creation and campaign management","Create a social media campaign leveraging Instagram and TikTok, focusing on user-generated content (UGC) and influencer partnerships. Partner with 5 eco-conscious influencers to showcase Verde Fashion's products in their daily lives. Launch a hashtag challenge, encouraging followers to share their own sustainable fashion choices, with a chance to win a free Verde Fashion item. Allocate $2,000 for influencer fees, $1,500 for sponsored ads, and $1,500 for content creation and campaign management.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,Allocate $300/month for sponsored content and $200/month for influencer partnerships,"Create a social media strategy focusing on Instagram and TikTok. Utilize relevant hashtags (e.g., #sustainability, #ecofriendly) and collaborate with eco-influencers. Allocate $300/month for sponsored content and $200/month for influencer partnerships. Share engaging content (images, videos, Reels) showcasing EcoCycle's sustainable practices and fashionable products. Monitor analytics to optimize content and adjust the strategy as needed.",-0.14759561554206457,-0.1847781069315013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,"Allocate $300 for influencer partnerships, $200 for content creation, and $500 for paid social media ads targeting Gen Z","Develop a social media campaign, ""Eco-Cycle,"" focusing on Instagram and TikTok. Collaborate with 5 eco-influencers to showcase sustainable fashion practices and encourage users to share their own eco-friendly fashion choices. Utilize Instagram Reels and TikTok's ""Reaction"" feature to create engaging, interactive content. Allocate $300 for influencer partnerships, $200 for content creation, and $500 for paid social media ads targeting Gen Z.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,Allocate $500 for paid ads targeting Gen Z interests,"Create a TikTok-focused campaign using eco-friendly hashtags, collaborating with 5 influencers, and sharing behind-the-scenes content. Allocate $500 for paid ads targeting Gen Z interests.",-0.14407627428320227,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $5,000 for paid ads targeting Gen Z interests and hashtags","Develop a social media campaign, ""Verde Vibes,"" focusing on Instagram and TikTok, highlighting eco-friendly materials, diverse models, and inclusive messaging. Collaborate with 5 eco-conscious influencers for sponsored content and product showcases. Allocate $5,000 for paid ads targeting Gen Z interests and hashtags. Share behind-the-scenes content, customer testimonials, and educational posts on sustainable fashion. Monitor engagement and adjust the campaign using AI-driven analytics.",-0.06489109595880109,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.4441824796960177,Allocate 2 posts per week: 1 in-depth article on Tuesdays and 1 engaging video on Thursdays,"Create a content calendar focusing on thought leadership, industry trends, and product showcases. Allocate 2 posts per week: 1 in-depth article on Tuesdays and 1 engaging video on Thursdays. Utilize LinkedIn's publishing platform for long-form content and collaborate with industry influencers for guest posts. Share customer success stories, whitepapers, and webinars to establish TechSoft as a trusted authority.",-0.15283943401776934,-0.19294657260313147,-0.2943259035666524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4268007107404287,"Allocate $2,000 for influencer collaborations, $1,500 for paid social media ads, and $1,500 for content creation","Launch a social media contest, ""GreenThreads Challenge,"" where followers share their favorite eco-friendly fashion tips using a branded hashtag. Partner with eco-influencers to promote the contest and create engaging content (images, videos, and blog posts) highlighting GreenThreads' sustainable practices. Allocate $2,000 for influencer collaborations, $1,500 for paid social media ads, and $1,500 for content creation.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.00330853264139866,"Allocate $5,000 for influencer collaborations, $3,000 for product seeding, and $2,000 for Instagram ads","Partner with 10 vegan influencers to create sponsored content featuring PureGlow products. Request that influencers share their personal experiences, tips, and favorite products, using a branded hashtag. Allocate $5,000 for influencer collaborations, $3,000 for product seeding, and $2,000 for Instagram ads.",-0.06489109595880109,-0.06984492160203158,-0.1529728701362849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7708881054458905,"Allocate $300 for influencer collaborations, $200 for sponsored ads, and $500 for content creation","Launch a 6-week social media campaign across Instagram, TikTok, and Facebook, focusing on user-generated content and influencer partnerships. Allocate $300 for influencer collaborations, $200 for sponsored ads, and $500 for content creation. Utilize hashtags #SustainableFashion and #EcoFriendly to increase discoverability.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer fees, $1,500 for paid social media ads, and $1,500 for content creation","Launch a social media contest, ""Verdi Vibes,"" where followers share eco-friendly fashion tips using a branded hashtag. Partner with 5 eco-influencers to showcase Verdi's sustainable clothing. Allocate $2,000 for influencer fees, $1,500 for paid social media ads, and $1,500 for content creation. Utilize Instagram Reels and TikTok for engaging, short-form content.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $1,000 for influencer partnerships and $1,500 for targeted ads","""Verde Vibes"" campaign: Utilize Instagram Reels and TikTok to create engaging, eco-friendly content. Collaborate with 5 eco-influencers to showcase Verde's sustainable fashion practices. Allocate $1,000 for influencer partnerships and $1,500 for targeted ads. Monitor and adjust campaign performance using Instagram Insights and TikTok Analytics.",-0.13527792113604659,-0.13141627088567606,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.4441824796960177,Allocate 30 minutes weekly for content creation and curation,"""Tasty Tuesdays"" and ""Foodie Fridays"" series: Develop a content calendar featuring visually appealing food images, customer testimonials, and behind-the-scenes stories. Utilize Hootsuite to schedule posts in advance, ensuring consistent posting and minimizing content gaps. Allocate 30 minutes weekly for content creation and curation.",-0.15234672624152862,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation","Develop a social media campaign, ""Verde Vibes,"" focusing on Instagram and TikTok. Collaborate with 5 eco-conscious influencers to showcase Verde's sustainable clothing. Utilize Instagram Reels and TikTok for behind-the-scenes content, highlighting the brand's commitment to sustainability. Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation. Monitor engagement and adjust the campaign using AI-powered analytics tools.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5988444080931596,"Allocate 1 week for email copywriting, 1 week for automation setup, and 1 week for campaign launch and monitoring","Create a 3-email sequence: ""Expert Insights,"" ""Success Stories,"" and ""Exclusive Offer."" Use AI-driven personalization to tailor content based on lead behavior and interests. Include a webinar invitation in the second email, showcasing TechCorp's thought leadership. Use marketing automation tools to track engagement and trigger follow-up emails. Allocate 1 week for email copywriting, 1 week for automation setup, and 1 week for campaign launch and monitoring.",-0.15285703072406367,-0.19294657260313147,-0.2943259035666524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.6848662567695251,"Allocate 1 day per week for content creation, 1 day for review and editing, and 1 day for publishing and promotion","Implement a content calendar focusing on holistic wellness, mindfulness, and self-care. Utilize AI-assisted content generation tools to research and outline topics. Collaborate with guest bloggers and wellness experts to expand the center's network. Allocate 1 day per week for content creation, 1 day for review and editing, and 1 day for publishing and promotion. Monitor analytics to refine the",-0.15285703072406367,-0.19294657260313147,-0.2943259035666524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4268007107404287,"Allocate $1,500 for influencer partnerships and $1,000 for sponsored ads","""Green Revolution"" campaign: Collaborate with 5 eco-influencers to showcase our sustainable clothing line. Utilize Instagram Reels and TikTok to share engaging, educational content highlighting the brand's commitment to reducing waste and carbon footprint. Allocate $1,500 for influencer partnerships and $1,000 for sponsored ads. Create a branded hashtag and encourage user-generated content.",-0.1264795679888909,-0.15194005398022423,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8635270194050533,"Allocate $1,000 for paid social media ads targeting young adults interested in sustainability","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their sustainable fashion tips and tricks using a branded hashtag. Partner with eco-influencers to amplify the message. Allocate $1,000 for paid social media ads targeting young adults interested in sustainability.",-0.13527792113604659,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.00330853264139866,"Allocate $3,000 for influencer partnerships, $4,000 for content creation, and $3,000 for paid advertising","Launch a social media contest, ""Verde Vibes,"" where followers share their eco-friendly fashion tips using a branded hashtag. Partner with 5 eco-influencers to showcase the new line. Utilize Instagram Reels and TikTok for engaging, short-form content. Allocate $3,000 for influencer partnerships, $4,000 for content creation, and $3,000 for paid advertising.",-0.10008450854742384,-0.02879735541293526,-0.08226099748477542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.4441824796960177,"Allocate $20,000 for production, $15,000 for influencer fees, and $15,000 for YouTube and social media advertising","Produce a humorous, 3-minute video showcasing the console's features and gamer reactions. Partner with popular gaming influencers for cameos. Allocate $20,000 for production, $15,000 for influencer fees, and $15,000 for YouTube and social media advertising.",0.19905949845586957,0.4227258726671243,0.7662814743333386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
