Budget Constraints,Allocated Budget Distribution,Response Text,Influencer Partnerships Budget,Targeted Ads Budget,Content Creation Budget,"Goals_20% increase in followers, 10% increase in sales; workflow stage: strategy.","Goals_20% increase in followers, 15% increase in sales. workflow stage: strategy.",Goals_Brand Awareness,Goals_Engagement,Goals_Lead Generation,Goals_Sales,Goals_Website Traffic,"Goals_achieve 10% market share within the first year, workflow stage: strategy","Goals_acquire 10,000 new users in 3 months; workflow stage: image generation.",Goals_drive 500 app downloads within 2 weeks,Goals_drive 500 sales within the first month. workflow stage: image generation.,Goals_generate 1 million views on youtube within 6 weeks and increase console sales by 30%.,Goals_increase bookings by 25% in 4 months,Goals_increase brand followers by 500% in 3 months,Goals_increase followers by 20% in 3 months,"Goals_increase followers by 20% in 3 months, workflow stage: strategy",Goals_increase followers by 20% in 3 months; workflow stage: strategy.,Goals_increase followers by 20% in 6 weeks,"Goals_increase followers by 20% in 6 weeks, workflow stage: strategy",Goals_increase followers by 50% and drive sales by 20% in 3 months,"Goals_publish 3 blog posts per week, workflow stage: post scheduling.","Goals_reach 10,000 followers within 3 months",Goals_sales,Audience Category_Boomer,Audience Category_Business Owner,Audience Category_Gen Z,Audience Category_Millennial
0.8635270194050533,"Allocate $1,000 for influencer partnerships and $500 for ad spend","Develop an influencer marketing campaign partnering with eco-conscious Gen Z influencers to showcase Verde Fashion's sustainable clothing lines. Utilize Instagram Reels and TikTok to create engaging, short-form content highlighting the brand's commitment to sustainability. Allocate $1,000 for influencer partnerships and $500 for ad spend.",-0.13527792113604659,-0.1724638370747724,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5988444080931596,"Allocate Mondays for recipe posts, Wednesdays for sustainability tips, and Fridays for product reviews","Create a content calendar focusing on seasonal plant-based recipes, sustainability tips, and product reviews. Utilize a mix of evergreen and timely content to ensure consistency and relevance. Allocate Mondays for recipe posts, Wednesdays for sustainability tips, and Fridays for product reviews.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.4268007107404287,"Allocate $2,000 for influencer fees, $1,500 for content creation, and $1,500 for paid advertising","Develop a social media campaign leveraging Instagram Reels and TikTok, focusing on eco-friendly fashion tips, behind-the-scenes content, and user-generated content. Partner with 5 eco-influencers to showcase GreenThreads' products. Allocate $2,000 for influencer fees, $1,500 for content creation, and $1,500 for paid advertising.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,"Allocate $300 for influencer partnerships, $200 for content creation, and $500 for paid social media ads","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their favorite eco-friendly fashion tips and tricks. Partner with 5 eco-influencers to promote the contest and brand. Utilize Instagram Reels and TikTok for engaging, short-form content. Allocate $300 for influencer partnerships, $200 for content creation, and $500 for paid social media ads.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.00330853264139866,"Allocate $3,000 for influencer fees, $4,000 for content creation, and $3,000 for ad spend","""GreenThreads Launch Campaign"": Utilize Instagram Reels and TikTok to showcase eco-friendly clothing lines, partnering with 5 social media influencers for sponsored content. Allocate $3,000 for influencer fees, $4,000 for content creation, and $3,000 for ad spend. Create a branded hashtag #GreenThreadsRevolution, encouraging users to share their own eco-friendly fashion choices.",-0.10008450854742384,-0.02879735541293526,-0.08226099748477542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $10,000 for influencer fees, $5,000 for content creation, and $5,000","""Energee Gaming Squad"": Partner with 5 gaming influencers (combined 1 million followers) for sponsored content, product placements, and giveaways. Allocate $10,000 for influencer fees, $5,000 for content creation, and $5,000",0.023092435512755798,0.012250210776161067,0.05916274781824357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation","Develop a social media campaign, ""Wear Your Values,"" focusing on Instagram and TikTok. Partner with 5 eco-influencers to showcase sustainable fashion practices, and encourage users to share their own eco-friendly fashion choices using a branded hashtag. Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3407788620640632,"Allocate $1,500 for targeted ads","Develop a social media campaign focusing on Instagram and TikTok, leveraging hashtags #ecofashion and #sustainability. Collaborate with 5 eco-influencers for sponsored content, and create engaging, educational posts highlighting GreenThreads' sustainable practices. Allocate $1,500 for targeted ads.",-0.1264795679888909,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,"Allocate $300 for influencer collaborations, $200 for paid ads, and $500 for content creation","Develop a 3-month social media strategy focusing on Instagram and TikTok. Utilize hashtags #ecofriendly and #sustainability, and partner with 3 eco-influencers for sponsored content. Allocate $300 for influencer collaborations, $200 for paid ads, and $500 for content creation. Share engaging content (images, videos, and stories) highlighting the brand's commitment to sustainability, customer testimonials, and behind-the-scenes insights into the design process.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.00330853264139866,"Allocate $3,000 for influencer collaborations, $2,000 for paid social media ads, and $5,000 for content creation and contest prizes","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their sustainable fashion choices using a branded hashtag. Partner with eco-influencers to showcase GreenThreads' products. Utilize Instagram Reels and TikTok for engaging, short-form content. Allocate $3,000 for influencer collaborations, $2,000 for paid social media ads, and $5,000 for content creation and contest prizes.",-0.10008450854742384,-0.11089248779112791,0.05916274781824357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.4441824796960177,"Allocate $20,000 for influencer fees, $15,000 for content creation, and $15,000 for product seeding and events","Partner with 5 gaming influencers on Twitch and YouTube to showcase GameFuel as their go-to energy drink. Create sponsored content, such as gaming sessions and product reviews, featuring custom-designed GameFuel branding and packaging. Allocate $20,000 for influencer fees, $15,000 for content creation, and $15,000 for product seeding and events.",0.19905949845586957,0.4227258726671243,0.7662814743333386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7237455061687081,"Allocate $1,000 for influencer partnerships and $500 for ad spend","Develop a social media campaign, ""Threads for a Cause,"" highlighting eco-friendly fashion practices. Utilize Instagram Reels and TikTok to share engaging, informative content, and collaborate with 5 eco-influencers to showcase sustainable fashion tips. Allocate $1,000 for influencer partnerships and $500 for ad spend.",-0.13527792113604659,-0.1724638370747724,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,"Allocate $300 for influencer collaborations, $200 for sponsored content, and $500 for a social media contest where followers can share their own sustainable fashion tips","Create a social media campaign, ""Wear Your Values,"" highlighting Verde's eco-friendly practices and encouraging users to share their own sustainable fashion choices. Utilize Instagram Reels and TikTok for short-form content, partnering with 3 eco-influencers to showcase Verde's clothing. Allocate $300 for influencer collaborations, $200 for sponsored content, and $500 for a social media contest where followers can share their own sustainable fashion tips.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for content creation, and $1,500 for paid social media ads","Launch a social media campaign, ""Wear Your Values,"" highlighting GreenThreads' commitment to sustainability. Create engaging content (images, videos, and Reels) showcasing eco-friendly materials, production processes, and customer testimonials. Utilize Instagram, TikTok, and Facebook to reach the target audience. Collaborate with eco-influencers and user-generated content campaigns to amplify the brand's message. Allocate $2,000 for influencer partnerships, $1,500 for content creation, and $1,500 for paid social media ads.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.5988444080931596,"Allocate $5,000 for influencer partnerships and $2,000 for sponsored ads","Develop a 3-month social media campaign focusing on Instagram, TikTok, and Twitter. Collaborate with eco-conscious influencers to showcase GreenThreads' sustainable fashion lines. Utilize hashtags #Sustainability #EcoFashion #GenZ, and create engaging, educational content highlighting the brand's commitment to reducing waste and carbon footprint. Allocate $5,000 for influencer partnerships and $2,000 for sponsored ads.",-0.06489109595880109,-0.11089248779112791,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,Allocate $500 for influencer partnerships and $500 for sponsored ads targeting the identified audience,"Create a ""Eco-Challenge"" social media campaign, where followers are encouraged to share their own eco-friendly fashion tips and tricks using a branded hashtag. Collaborate with 5 eco-influencers to promote the challenge and share engaging content. Allocate $500 for influencer partnerships and $500 for sponsored ads targeting the identified audience.",-0.14407627428320227,-0.1724638370747724,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4268007107404287,"Allocate $2,000 for influencer collaborations, $1,500 for UGC content creation, and $1,500 for paid social media ads targeting the identified audience","""EarthRevival"" campaign: Partner with eco-influencers and user-generated content (UGC) creators to showcase GreenThreads' sustainable clothing in relatable, everyday settings. Utilize Instagram Reels and TikTok for engaging, 60-second ""before-and-after"" style transformations, highlighting the brand's eco-friendly materials and production methods. Allocate $2,000 for influencer collaborations, $1,500 for UGC content creation, and $1,500 for paid social media ads targeting the identified audience.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for content creation, and $1,500 for paid advertising","Create a 6-week campaign, ""Verde Vibes,"" focusing on Instagram and TikTok. Week 1-2: Share engaging, eco-friendly fashion tips and behind-the-scenes content. Week 3-4: Collaborate with 3 eco-influencers for sponsored content. Week 5-6: Launch a hashtag challenge, encouraging users to share their own sustainable fashion choices. Allocate $2,000 for influencer partnerships, $1,500 for content creation, and $1,500 for paid advertising.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $1,000 for sponsored ads targeting young adults interested in sustainability and fashion","Develop a hashtag challenge, #EcoFashionRevolution, encouraging users to share their favorite eco-friendly fashion tips and tricks. Collaborate with 5 influencers in the sustainable fashion space to promote the challenge and create engaging content. Allocate $1,000 for sponsored ads targeting young adults interested in sustainability and fashion.",-0.13527792113604659,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $500 for influencer partnerships and $1,000 for targeted ads","Develop a social media campaign featuring eco-friendly influencers showcasing Verde Clothing's products. Utilize Instagram Reels and TikTok to share behind-the-scenes content, sustainable fashion tips, and user-generated content. Allocate $500 for influencer partnerships and $1,000 for targeted ads.",-0.14407627428320227,-0.15194005398022423,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4268007107404287,"Allocate $1,500 for influencer partnerships, $1,000 for AI-generated content, and $2,500 for targeted social media ads","Launch a ""Green Revolution"" campaign across Instagram, TikTok, and Twitter. Collaborate with eco-influencers to showcase Verde's sustainable production processes. Utilize AI-generated visuals highlighting eco-friendly materials and supply chains. Schedule weekly Instagram Live sessions discussing sustainable fashion tips and behind-the-scenes content. Allocate $1,500 for influencer partnerships, $1,000 for AI-generated content, and $2,500 for targeted social media ads.",-0.1264795679888909,-0.15194005398022423,-0.11761693381053016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $1,000 for sponsored ads targeting environmentally conscious millennials","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their sustainable fashion tips and tricks using a branded hashtag. Partner with eco-influencers to amplify the reach and offer a discount code to participants who share their posts. Allocate $1,000 for sponsored ads targeting environmentally conscious millennials.",-0.13527792113604659,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4268007107404287,"Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation","Develop a 3-month campaign focusing on Instagram and TikTok, utilizing eco-friendly influencers, user-generated content, and sponsored ads highlighting GreenThreads' commitment to sustainability. Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation. Utilize relevant hashtags, collaborate with 5 eco-conscious influencers, and share customer testimonials to create engaging content.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $2,000 for influencer collaborations, $1,500 for paid social media ads, and $1,500 for content creation","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their own sustainable fashion tips and tricks using a branded hashtag. Partner with eco-influencers to amplify the campaign. Allocate $2,000 for influencer collaborations, $1,500 for paid social media ads, and $1,500 for content creation. Track engagement and adjust the campaign strategy using AI-powered analytics.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.00330853264139866,"Allocate $1,000 for email design and copywriting, and $500 for email list segmentation","Design a 3-email sequence: Introduction, Features, and Exclusive Offer. Use AI-driven segmentation to personalize the content based on subscribers' fitness goals and preferences. Include a limited-time discount (20% off) for the first 200 downloads. Allocate $1,000 for email design and copywriting, and $500 for email list segmentation.",-0.13527792113604659,-0.1724638370747724,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.7708881054458905,"Allocate $300 for influencer partnerships, $200 for content creation, and $500 for targeted ads","Develop a #SustainableFashionChallenge, encouraging users to share eco-friendly fashion tips, tricks, and favorite Green Threads pieces on Instagram and TikTok. Collaborate with 3 eco-influencers for sponsored content, and offer a 15% discount to participants who use a branded hashtag. Allocate $300 for influencer partnerships, $200 for content creation, and $500 for targeted ads.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4268007107404287,"Allocate $2,000 for sponsored posts and $1,500 for influencer collaborations","Develop a social media campaign, ""Verde Vibes,"" that showcases the brand's commitment to sustainability through engaging visuals and influencer partnerships. Allocate $2,000 for sponsored posts and $1,500 for influencer collaborations. Utilize Instagram Reels and TikTok to share behind-the-scenes content, customer testimonials, and eco-friendly fashion tips. Partner with 3 social media influencers who align with the brand's values and have a combined following of 1 million. Monitor engagement metrics and adjust the campaign strategy accordingly.",-0.11768121484173522,-0.13141627088567606,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,"Allocate $300 for influencer collaborations, $200 for content creation, and $500 for paid social media ads targeting Gen Z consumers","Develop a social media campaign, ""Sustainable Style Challenge,"" where influencers and followers are encouraged to share their eco-friendly fashion choices using a branded hashtag. Partner with 5 micro-influencers to showcase Green Threads' clothing and create engaging content (images, videos, and Reels). Allocate $300 for influencer collaborations, $200 for content creation, and $500 for paid social media ads targeting Gen Z consumers.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $1,000 for sponsored ads targeting young adults interested in sustainability","Launch a social media contest, ""Verde Vibes,"" where followers share eco-friendly fashion tips using a branded hashtag. Partner with 5 influencers to showcase sustainable outfits and encourage user-generated content. Allocate $1,000 for sponsored ads targeting young adults interested in sustainability.",-0.13527792113604659,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.00330853264139866,"Allocate $500,000 for TV ads, $200,000 for social media and influencer partnerships, and $100,000 for targeted online ads","Launch a multi-channel campaign, ""Accelerate the Future,"" focusing on the vehicle's eco-friendly features and sleek design. Allocate $500,000 for TV ads, $200,000 for social media and influencer partnerships, and $100,000 for targeted online ads. Offer test drives and exclusive promotions to encourage early adopters.",8.645478519725332,8.016525617649945,6.7767906497116455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.00330853264139866,"Allocate $3,000 for influencer fees, $4,000 for ad spend, and $3,000 for content creation","Develop an Instagram-centric campaign focusing on user-generated content (UGC) and influencer partnerships. Collaborate with 5 eco-conscious influencers for sponsored posts, and launch a hashtag challenge encouraging customers to share their sustainable fashion choices. Allocate $3,000 for influencer fees, $4,000 for ad spend, and $3,000 for content creation. Utilize Instagram's shopping feature to drive website traffic.",-0.10008450854742384,-0.02879735541293526,-0.08226099748477542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,"Allocate $300 for influencer partnerships, $200 for content creation, and $500 for paid advertising","Develop a social media campaign, ""Green Heroes,"" leveraging Instagram Reels and TikTok to showcase the benefits of sustainable living. Collaborate with eco-influencers to promote products and encourage user-generated content. Allocate $300 for influencer partnerships, $200 for content creation, and $500 for paid advertising.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4268007107404287,"Allocate $1,500 for influencer partnerships, $1,000 for paid social media ads, and $2,500 for content creation","Create a social media campaign titled ""EcoWarrior Challenge"" that encourages users to share their sustainable fashion choices on Instagram, TikTok, and Twitter. Collaborate with 5 eco-influencers to showcase EcoCycle's clothing lines and promote the challenge. Utilize relevant hashtags and tag relevant eco-friendly brands to increase reach. Allocate $1,500 for influencer partnerships, $1,000 for paid social media ads, and $2,500 for content creation.",-0.1264795679888909,-0.15194005398022423,-0.11761693381053016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.7708881054458905,Allocate $300 for influencer collaborations and $200 for sponsored ads,"Develop a social media campaign leveraging user-generated content, influencer partnerships, and Instagram Reels. Utilize relevant hashtags, such as #Sustainability and #EcoFashion, to increase visibility. Allocate $300 for influencer collaborations and $200 for sponsored ads. Create a branded hashtag and encourage customers to share their EcoCycle purchases, offering a 10% discount for participating.",-0.14759561554206457,-0.1847781069315013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8635270194050533,"Allocate $1,500 for influencer collaborations and $1,000 for sponsored content","Develop an influencer marketing campaign partnering with eco-friendly lifestyle influencers on Instagram and TikTok. Utilize relevant hashtags and create engaging, informative content highlighting GreenThreads' sustainable materials, production processes, and commitment to reducing waste. Allocate $1,500 for influencer collaborations and $1,000 for sponsored content.",-0.1264795679888909,-0.15194005398022423,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8635270194050533,"Allocate $3,000 for ad spend and $1,000 for ad","Design eye-catching ad creatives highlighting discounts, promotions, and exclusive offers. Utilize Google Ads and Facebook Ads to target high-intent keywords and interests. Allocate $3,000 for ad spend and $1,000 for ad",-0.10008450854742384,-0.15194005398022423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.4268007107404287,"Allocate $2,000 for influencer collaborations, $1,500 for paid social media ads, and $1,500 for content creation","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their favorite sustainable fashion tips using a branded hashtag. Partner with 3 eco-influencers to showcase the new clothing line. Allocate $2,000 for influencer collaborations, $1,500 for paid social media ads, and $1,500 for content creation. Share engaging content (images, videos, and blog posts) highlighting the eco-friendly materials and production process.",-0.11768121484173522,-0.13141627088567606,-0.18832880646203967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.00330853264139866,"Allocate $3,000 for ad creative development, $4,000 for targeting and ad placement, and $3,000 for campaign optimization","Create a series of 6 Instagram ads featuring breathtaking, high-quality images of exotic destinations. Use a mix of landscape and portrait orientations to cater to various devices. Incorporate visually appealing graphics and text overlays highlighting the company's exclusive experiences. Allocate $3,000 for ad creative development, $4,000 for targeting and ad placement, and $3,000 for campaign optimization.",-0.10008450854742384,-0.02879735541293526,-0.08226099748477542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.7708881054458905,"Allocate $300 for influencer fees, $200 for content creation, and $500 for paid social media ads","Create a social media contest, ""Eco-Challenge,"" where followers share their eco-friendly fashion tips and tricks using a branded hashtag. Partner with 3 influencers to promote the contest and encourage user-generated content. Allocate $300 for influencer fees, $200 for content creation, and $500 for paid social media ads.",-0.14759561554206457,-0.1847781069315013,-0.25904067911354917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.00330853264139866,"Allocate $5,000 for influencer partnerships, $3,000 for content creation, and $2,000 for paid advertising","""Threads for a Greener Tomorrow"" campaign, focusing on Instagram and TikTok, featuring eco-friendly fashion influencers showcasing GreenThreads' products, user-generated content, and interactive polls/quizzes highlighting sustainable fashion practices. Utilize Instagram Reels and TikTok's ""Reaction"" feature to boost engagement. Allocate $5,000 for influencer partnerships, $3,000 for content creation, and $2,000 for paid advertising.",-0.06489109595880109,-0.06984492160203158,-0.1529728701362849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
